identifier,charity_number,company_number,filetype,filename,financial_year_end,org_type
GB-COH-02961327,,,not found,,,Private Limited Company
GB-COH-0319444R,,,not found,,,Registered Society
GB-COH-04299254,,,not found,,,Private Limited Company
GB-COH-04757000,,,not found,,,Converted/Closed
GB-COH-05357700,,,not found,,,Private Limited Company
GB-COH-06105098,,,not found,,,Community Interest Company
GB-COH-06513170,,,not found,,,Private Limited Company
GB-COH-06955137,,,not found,,,Community Interest Company
GB-COH-07068600,,,not found,,,Private Limited Company
GB-COH-07458024,,,not found,,,Private Limited Company
GB-COH-07463071,,,not found,,,Community Interest Company
GB-COH-07497133,,,not found,,,CLG
GB-COH-07715633,,,not found,,,Community Interest Company
GB-COH-07982701,,,not found,,,Private Limited Company
GB-COH-08457588,,,not found,,,Community Interest Company
GB-COH-08783360),,,not found,,,
GB-COH-08915720,,,not found,,,Private Limited Company
GB-COH-09713269,,,not found,,,Converted/Closed
GB-COH-0LS-1571,,,not found,,,
GB-COH-10029103,,,not found,,,Converted/Closed
GB-COH-10182929,,,not found,,,CLG
GB-COH-10207469,,,not found,,,CLG
GB-COH-10257423,,,not found,,,Converted/Closed
GB-COH-10372971,,,not found,,,Converted/Closed
GB-COH-10392511,,,not found,,,Community Interest Company
GB-COH-10476801,,,not found,,,CLG
GB-COH-10477281,,,not found,,,Private Limited Company
GB-COH-10609603,,,not found,,,Community Interest Company
GB-COH-10651283,,,not found,,,Community Interest Company
GB-COH-10652918,,,not found,,,Community Interest Company
GB-COH-10695728,,,not found,,,CLG
GB-COH-10716626,,,not found,,,CLG
GB-COH-10732452,,,not found,,,Private Limited Company
GB-COH-10754552,,,not found,,,CLG
GB-COH-10761251,,,not found,,,CLG
GB-COH-10766239,,,not found,,,Community Interest Company
GB-COH-10773391,,,not found,,,Community Interest Company
GB-COH-10791742,,,not found,,,Community Interest Company
GB-COH-10796368,,,not found,,,Community Interest Company
GB-COH-10820646,,,not found,,,Private Limited Company
GB-COH-10826628,,,not found,,,Community Interest Company
GB-COH-10837983,,,not found,,,Community Interest Company
GB-COH-10889655,,,not found,,,CLG
GB-COH-10905205,,,not found,,,Converted/Closed
GB-COH-10971332,,,not found,,,CLG
GB-COH-11058798,,,not found,,,CLG
GB-COH-11110406,,,not found,,,Community Interest Company
GB-COH-11147278,,,not found,,,CLG
GB-COH-11195344,,,not found,,,Community Interest Company
GB-COH-11294351,,,not found,,,Community Interest Company
GB-COH-11367155,,,not found,,,Community Interest Company
GB-COH-30785791,,,not found,,,
GB-COH-IP00252C,,,not found,,,Registered Society
GB-COH-IP00496C,,,not found,,,Registered Society
GB-COH-IP00542C,,,not found,,,Registered Society
GB-COH-IP030727,,,not found,,,Registered Society
GB-COH-IP030736,,,not found,,,Registered Society
GB-COH-IP030755,,,not found,,,Registered Society
GB-COH-IP030774,,,not found,,,Registered Society
GB-COH-IP030853,,,not found,,,Registered Society
GB-COH-IP030948,,,not found,,,Registered Society
GB-COH-IP030968,,,not found,,,Registered Society
GB-COH-IP031107R,,,not found,,,Registered Society
GB-COH-IP031186,,,not found,,,Registered Society
GB-COH-IP031198,,,not found,,,Registered Society
GB-COH-IP031241,,,not found,,,Registered Society
GB-COH-IP031243,,,not found,,,Registered Society
GB-COH-IP031312,,,not found,,,Registered Society
GB-COH-IP031313,,,not found,,,Registered Society
GB-COH-IP031326,,,not found,,,Registered Society
GB-COH-IP031467,,,not found,,,Registered Society
GB-COH-IP031555,,,not found,,,Registered Society
GB-COH-IP031588,,,not found,,,Registered Society
GB-COH-IP031605,,,not found,,,Registered Society
GB-COH-IP031639,,,not found,,,Registered Society
GB-COH-IP031691,,,not found,,,Registered Society
GB-COH-IP031710,,,not found,,,Registered Society
GB-COH-IP031718,,,not found,,,Registered Society
GB-COH-IP031727,,,not found,,,Registered Society
GB-COH-IP031774,,,not found,,,Registered Society
GB-COH-IP031944,,,not found,,,Registered Society
GB-COH-IP032009,,,not found,,,Registered Society
GB-COH-IP032016,,,not found,,,Registered Society
GB-COH-IP032027,,,not found,,,Registered Society
GB-COH-IP032087,,,not found,,,Registered Society
GB-COH-IP032095,,,not found,,,Registered Society
GB-COH-IP032097,,,not found,,,Registered Society
GB-COH-IP032107,,,not found,,,Registered Society
GB-COH-IP032111,,,not found,,,Registered Society
GB-COH-IP032141,,,not found,,,Registered Society
GB-COH-IP032153,,,not found,,,Registered Society
GB-COH-IP032175,,,not found,,,Registered Society
GB-COH-IP032202,,,not found,,,Registered Society
GB-COH-IP032216,,,not found,,,Registered Society
GB-COH-IP032270,,,not found,,,Registered Society
GB-COH-IP032358,,,not found,,,Registered Society
GB-COH-IP032400,,,not found,,,Registered Society
GB-COH-IP032413,,,not found,,,Registered Society
GB-COH-IP18429R,,,not found,,,Registered Society
GB-COH-IP22063R,,,not found,,,Registered Society
GB-COH-IP25169R,,,not found,,,Registered Society
GB-COH-IP26705R,,,not found,,,Registered Society
GB-COH-IP26756R,,,not found,,,Registered Society
GB-COH-IP27663R,,,not found,,,Registered Society
GB-COH-IP27732R,,,not found,,,Registered Society
GB-COH-IP28699R,,,not found,,,Registered Society
GB-COH-IP28755R,,,not found,,,Registered Society
GB-COH-IP28914R,,,not found,,,Registered Society
GB-COH-IP28958R,,,not found,,,Registered Society
GB-COH-IP29581R,,,not found,,,Registered Society
GB-COH-IP30030R,,,not found,,,Registered Society
GB-COH-IP30200R,,,not found,,,Registered Society
GB-COH-IP30231R,,,not found,,,Registered Society
GB-COH-LP012501,,,not found,,,Limited Partnership
GB-COH-RC000660,,,not found,,,
GB-COH-RS007010,,,not found,,,Registered Society
GB-COH-RS007029,,,not found,,,Registered Society
GB-COH-RS007038,,,not found,,,Registered Society
GB-COH-RS007039,,,not found,,,Registered Society
GB-COH-RS007064,,,not found,,,Registered Society
GB-COH-RS007070,,,not found,,,Registered Society
GB-COH-RS007111,,,not found,,,Registered Society
GB-COH-RS007127,,,not found,,,Registered Society
GB-COH-RS007128,,,not found,,,Registered Society
GB-COH-RS007137,,,not found,,,Registered Society
GB-COH-RS007176,,,not found,,,Registered Society
GB-COH-RS007180,,,not found,,,Registered Society
GB-COH-RS007215,,,not found,,,Registered Society
GB-COH-RS007220,,,not found,,,Registered Society
GB-COH-RS007230,,,not found,,,Registered Society
GB-COH-RS007250,,,not found,,,Registered Society
GB-COH-RS007252,,,not found,,,Registered Society
GB-COH-RS007261,,,not found,,,Registered Society
GB-COH-RS007289,,,not found,,,Registered Society
GB-COH-RS007295,,,not found,,,Registered Society
GB-COH-RS007300,,,not found,,,Registered Society
GB-COH-RS007332,,,not found,,,Registered Society
GB-COH-RS007333,,,not found,,,Registered Society
GB-COH-RS007336,,,not found,,,Registered Society
GB-COH-RS007347,,,not found,,,Registered Society
GB-COH-RS007356,,,not found,,,Registered Society
GB-COH-RS007369,,,not found,,,Registered Society
GB-COH-RS007373,,,not found,,,Registered Society
GB-COH-RS007380,,,not found,,,Registered Society
GB-COH-RS007382,,,not found,,,Registered Society
GB-COH-RS007383,,,not found,,,Registered Society
GB-COH-RS007384,,,not found,,,Registered Society
GB-COH-RS007390,,,not found,,,Registered Society
GB-COH-RS007392,,,not found,,,Registered Society
GB-COH-RS007393,,,not found,,,Registered Society
GB-COH-RS007402,,,not found,,,Registered Society
GB-COH-RS007404,,,not found,,,Registered Society
GB-COH-RS007406,,,not found,,,Registered Society
GB-COH-RS007412,,,not found,,,Registered Society
GB-COH-RS007416,,,not found,,,Registered Society
GB-COH-RS007428,,,not found,,,Registered Society
GB-COH-RS007436,,,not found,,,Registered Society
GB-COH-RS007437,,,not found,,,Registered Society
GB-COH-RS007441,,,not found,,,Registered Society
GB-COH-RS007446,,,not found,,,Registered Society
GB-COH-RS007450,,,not found,,,Registered Society
GB-COH-RS007453,,,not found,,,Registered Society
GB-COH-RS007462,,,not found,,,Registered Society
GB-COH-RS007463,,,not found,,,Registered Society
GB-COH-RS007466,,,not found,,,Registered Society
GB-COH-RS007472,,,not found,,,Registered Society
GB-COH-RS007476,,,not found,,,Registered Society
GB-COH-RS007478,,,not found,,,Registered Society
GB-COH-RS007480,,,not found,,,Registered Society
GB-COH-RS007489,,,not found,,,Registered Society
GB-COH-RS007495,,,not found,,,Registered Society
GB-COH-RS007498,,,not found,,,Registered Society
GB-COH-RS007500,,,not found,,,Registered Society
GB-COH-RS007506,,,not found,,,Registered Society
GB-COH-RS007509,,,not found,,,Registered Society
GB-COH-RS007534,,,not found,,,Registered Society
GB-COH-RS007543,,,not found,,,Registered Society
GB-COH-RS007549,,,not found,,,Registered Society
GB-COH-RS007567,,,not found,,,Registered Society
GB-COH-RS007568,,,not found,,,Registered Society
GB-COH-RS007573,,,not found,,,Registered Society
GB-COH-RS007574,,,not found,,,Registered Society
GB-COH-RS007580,,,not found,,,Registered Society
GB-COH-RS007583,,,not found,,,Registered Society
GB-COH-RS007589,,,not found,,,Registered Society
GB-COH-RS007592,,,not found,,,Registered Society
GB-COH-RS007603,,,not found,,,Registered Society
GB-COH-RS007630,,,not found,,,Registered Society
GB-COH-RS007650,,,not found,,,Registered Society
GB-COH-RS007659,,,not found,,,Registered Society
GB-COH-RS007665,,,not found,,,Registered Society
GB-COH-RS007677,,,not found,,,Registered Society
GB-COH-RS007788,,,not found,,,Registered Society
