,action_date,barcode,category,date,description,description_values.made_up_date,links.document_metadata,links.self,pages,paper_filed,transaction_id,type,company_number,filename,filetype
61,2018-08-31,A7IOXTG3,accounts,2018-11-15,accounts-with-accounts-type-total-exemption-full,2018-08-31,https://frontend-doc-api.companieshouse.gov.uk/document/yUXPOk3CHa3z-c_FFramXReDzwF3GpXoJTk7ItJwrwM,/company/06357764/filing-history/MzIxOTQyMjIyMmFkaXF6a2N4,7.0,True,MzIxOTQyMjIyMmFkaXF6a2N4,AA,06357764,accounts/GB-COH-06357764-2018-08-31.pdf,pdf
62,2017-09-30,A7DAA9IW,accounts,2018-09-07,accounts-with-accounts-type-total-exemption-full,2017-09-30,https://frontend-doc-api.companieshouse.gov.uk/document/AmbwlNv-zMH2AP4Av8qTlqVRVuj4iJUkGX8Fp-5u1gg,/company/06368179/filing-history/MzIxNDAwMzU2NmFkaXF6a2N4,8.0,True,MzIxNDAwMzU2NmFkaXF6a2N4,AA,06368179,accounts/GB-COH-06368179-2017-09-30.pdf,pdf
63,2017-03-31,A6HXY2SQ,accounts,2017-11-07,accounts-with-accounts-type-total-exemption-full,2017-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/L87HPsKA_gD9rWTQdTDy15WrpBKlz3foWAPAoSHW_r4,/company/06419805/filing-history/MzE4OTY0NTQwMWFkaXF6a2N4,10.0,True,MzE4OTY0NTQwMWFkaXF6a2N4,AA,06419805,accounts/GB-COH-06419805-2017-03-31.pdf,pdf
64,2018-01-31,X7AURZH6,accounts,2018-07-24,accounts-with-accounts-type-micro-entity,2018-01-31,https://frontend-doc-api.companieshouse.gov.uk/document/_o0ZKEgxxtOv5d8yUfV_OB4-2VAw0hdUqz_lnUY-SZc,/company/06488693/filing-history/MzIxMDQzNTI4NmFkaXF6a2N4,6.0,,MzIxMDQzNTI4NmFkaXF6a2N4,AA,06488693,accounts/GB-COH-06488693-2018-01-31.html,html
65,2017-03-31,A6LCWSKO,accounts,2017-12-20,accounts-with-accounts-type-total-exemption-full,2017-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/S7yYRJc-TvSl0ZKUljZrTa4WqOgWybx969HP6qCo8go,/company/06527975/filing-history/MzE5MzMwNDQ3MmFkaXF6a2N4,17.0,True,MzE5MzMwNDQ3MmFkaXF6a2N4,AA,06527975,accounts/GB-COH-06527975-2017-03-31.pdf,pdf
66,2017-03-31,A6LN6Q6U,accounts,2017-12-22,accounts-with-accounts-type-micro-entity,2017-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/tJn_GR427pPMhm5i9EuGv6hsD_yfrJPS1-G2VuDBBe4,/company/06529933/filing-history/MzE5MzU4ODUyMWFkaXF6a2N4,6.0,True,MzE5MzU4ODUyMWFkaXF6a2N4,AA,06529933,accounts/GB-COH-06529933-2017-03-31.pdf,pdf
67,,X7CG60E2,accounts,2018-08-16,accounts-with-accounts-type-unaudited-abridged,2018-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/MJp8r6ywJu-1BiAy7CC-aK994elRWNOLtzwvXZYJhKI,/company/06569976/filing-history/MzIxMjI2MTQxMmFkaXF6a2N4,7.0,,MzIxMjI2MTQxMmFkaXF6a2N4,AA,06569976,accounts/GB-COH-06569976-2018-03-31.html,html
68,2018-03-31,A7IC8JDN,accounts,2018-11-15,accounts-with-accounts-type-micro-entity,2018-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/3HSVA620oYSeDqP3I-0TzBpC8lxWqQNsiLq4wPqUNR8,/company/06570056/filing-history/MzIxOTU0MDcwOGFkaXF6a2N4,9.0,True,MzIxOTU0MDcwOGFkaXF6a2N4,AA,06570056,accounts/GB-COH-06570056-2018-03-31.pdf,pdf
69,2018-03-31,X7CGDF23,accounts,2018-08-16,accounts-with-accounts-type-total-exemption-full,2018-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/7xDowjsXWWlgmJUkXnSiw6q03sgw1h2cEz99QaBzfRU,/company/06585052/filing-history/MzIxMjI2NzcyN2FkaXF6a2N4,16.0,,MzIxMjI2NzcyN2FkaXF6a2N4,AA,06585052,accounts/GB-COH-06585052-2018-03-31.html,html
70,2018-03-31,A7CXLV3U,accounts,2018-08-28,accounts-with-accounts-type-total-exemption-full,2018-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/-FxCGotoFyhIoAAYboDIAYS5Jdim6Z7r7LTSHSfYIoE,/company/06643172/filing-history/MzIxMjgzNzcyOWFkaXF6a2N4,7.0,True,MzIxMjgzNzcyOWFkaXF6a2N4,AA,06643172,accounts/GB-COH-06643172-2018-03-31.pdf,pdf
71,2012-05-31,X232GTB4,accounts,2013-02-27,accounts-with-accounts-type-dormant,2012-05-31,https://frontend-doc-api.companieshouse.gov.uk/document/aHM8rP6QFp_ecVnId68H0K8MrUs42Uz2w2CFdOANdgY,/company/06663420/filing-history/MzA3MzY2NzgzMWFkaXF6a2N4,2.0,,MzA3MzY2NzgzMWFkaXF6a2N4,AA,06663420,accounts/GB-COH-06663420-2012-05-31.pdf,pdf
72,2017-03-31,X6L1LG8P,accounts,2017-12-11,accounts-with-accounts-type-total-exemption-full,2017-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/KGX17Hov5lux3d3C8ksRUW5ogKHoynqxnp_F0fDb-yQ,/company/06668777/filing-history/MzE5MjQ5ODgyMWFkaXF6a2N4,10.0,,MzE5MjQ5ODgyMWFkaXF6a2N4,AA,06668777,accounts/GB-COH-06668777-2017-03-31.html,html
73,2017-08-31,A75OUMHL,accounts,2018-05-15,accounts-with-accounts-type-total-exemption-full,2017-08-31,https://frontend-doc-api.companieshouse.gov.uk/document/XHm_ak7t0G6WdQ1pGHj2U-08ueyusX5hbI7vkiOUq5k,/company/06671870/filing-history/MzIwNDk5MDM5OGFkaXF6a2N4,18.0,True,MzIwNDk5MDM5OGFkaXF6a2N4,AA,06671870,accounts/GB-COH-06671870-2017-08-31.pdf,pdf
74,2017-03-31,A6WUP7UO,accounts,2018-01-09,accounts-with-accounts-type-total-exemption-full,2017-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/nwngUSwQXx6FTby2edz7CxLWXf9YZoa_kdyRE_X2nIY,/company/06724261/filing-history/MzE5NDg1NDgyNGFkaXF6a2N4,20.0,True,MzE5NDg1NDgyNGFkaXF6a2N4,AA,06724261,accounts/GB-COH-06724261-2017-03-31.pdf,pdf
75,2017-03-31,X6MEFJ2I,accounts,2017-12-30,accounts-with-accounts-type-total-exemption-full,2017-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/Zg3UytWrwpKT_0Q3JLZxww6S9jzNsxBznEGPKSSTJIg,/company/06759419/filing-history/MzE5NDA5MzMzNmFkaXF6a2N4,11.0,,MzE5NDA5MzMzNmFkaXF6a2N4,AA,06759419,accounts/GB-COH-06759419-2017-03-31.html,html
76,2017-03-31,A6M85K4P,accounts,2018-01-09,accounts-with-accounts-type-total-exemption-full,2017-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/Fqwx-nemjDcmrxDAeTAJ75-tn2T2_LNkny8ANUe_4QU,/company/06792158/filing-history/MzE5NDgwOTQ3MGFkaXF6a2N4,14.0,True,MzE5NDgwOTQ3MGFkaXF6a2N4,AA,06792158,accounts/GB-COH-06792158-2017-03-31.pdf,pdf
77,2018-01-31,S7EJCH8G,accounts,2018-09-19,accounts-with-accounts-type-total-exemption-full,2018-01-31,https://frontend-doc-api.companieshouse.gov.uk/document/SenReujzO1cn1n1dBeEk5XzirEa0uYN30qYUXMpXhAQ,/company/06794848/filing-history/MzIxNDg2MzcxNGFkaXF6a2N4,6.0,True,MzIxNDg2MzcxNGFkaXF6a2N4,AA,06794848,accounts/GB-COH-06794848-2018-01-31.pdf,pdf
78,2017-03-31,A6JAN3QA,accounts,2017-11-23,accounts-with-accounts-type-total-exemption-full,2017-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/KnhIaeYk3w2c0LqeKOo48tAukKSCTmArcDaKtmButF0,/company/06811925/filing-history/MzE5MDg4Mjg5MGFkaXF6a2N4,16.0,True,MzE5MDg4Mjg5MGFkaXF6a2N4,AA,06811925,accounts/GB-COH-06811925-2017-03-31.pdf,pdf
79,2017-03-31,A6LST24I,accounts,2018-01-03,accounts-with-accounts-type-small,2017-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/J79egqZcJhY7kvf6pKew2tSvno_T7OFRuP-ewYuanS8,/company/06851738/filing-history/MzE5NDM2MTA4NWFkaXF6a2N4,21.0,True,MzE5NDM2MTA4NWFkaXF6a2N4,AA,06851738,accounts/GB-COH-06851738-2017-03-31.pdf,pdf
80,2017-03-31,X6EFJRXN,accounts,2017-09-06,accounts-with-accounts-type-micro-entity,2017-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/F5JQRKSGNpfXglZMoHfqJ8BufRJnse5u1Ox89RtipsM,/company/06859322/filing-history/MzE4NDc2NDU0N2FkaXF6a2N4,5.0,,MzE4NDc2NDU0N2FkaXF6a2N4,AA,06859322,accounts/GB-COH-06859322-2017-03-31.html,html
81,2017-07-31,A6LCY6OZ,accounts,2017-12-19,accounts-with-accounts-type-small,2017-07-31,https://frontend-doc-api.companieshouse.gov.uk/document/-fuiXUJgN7Nk6eoodQ7Uv8G-H6oA5dAbUL5d62qCXiE,/company/06866929/filing-history/MzE5MzE5NjMzNWFkaXF6a2N4,16.0,True,MzE5MzE5NjMzNWFkaXF6a2N4,AA,06866929,accounts/GB-COH-06866929-2017-07-31.pdf,pdf
82,2017-04-30,X6KVGUU0,accounts,2017-12-08,accounts-with-accounts-type-total-exemption-full,2017-04-30,https://frontend-doc-api.companieshouse.gov.uk/document/fyJCpi32slqyj0Csp0VTdbcVRTHRPfAt1IvLMXkdpQo,/company/06872177/filing-history/MzE5MjMxODc4NmFkaXF6a2N4,9.0,,MzE5MjMxODc4NmFkaXF6a2N4,AA,06872177,accounts/GB-COH-06872177-2017-04-30.html,html
83,2017-03-31,A6KNAFBK,accounts,2017-12-08,accounts-with-accounts-type-total-exemption-full,2017-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/_btt2CYI_sRMV_743-RdMXE4LnGa0nohyH58CHUubd4,/company/06917895/filing-history/MzE5MjMxNDEwMmFkaXF6a2N4,33.0,True,MzE5MjMxNDEwMmFkaXF6a2N4,AA,06917895,accounts/GB-COH-06917895-2017-03-31.pdf,pdf
84,2018-07-31,A7J6TK8P,accounts,2018-11-26,accounts-with-accounts-type-total-exemption-full,2018-07-31,,/company/06955137/filing-history/MzIyMDMwNDgwMWFkaXF6a2N4,,True,MzIyMDMwNDgwMWFkaXF6a2N4,AA,,,
85,2017-03-31,X6YCPKZU,accounts,2018-01-25,accounts-with-accounts-type-micro-entity,2017-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/fEKF_uNzGy6sSYK6DHqlooRRNdN5xatlCsm0Fu69K4w,/company/06987067/filing-history/MzE5NjE3MzQyMGFkaXF6a2N4,2.0,,MzE5NjE3MzQyMGFkaXF6a2N4,AA,06987067,accounts/GB-COH-06987067-2017-03-31.html,html
86,2017-08-31,X71NKW1N,accounts,2018-03-13,accounts-with-accounts-type-total-exemption-full,2017-08-31,https://frontend-doc-api.companieshouse.gov.uk/document/l8GXGW5OEtrFgIVkEvpxzPjoXCPsk88dBjtYDrgq0CU,/company/06992028/filing-history/MzE5OTkzNzYyN2FkaXF6a2N4,9.0,,MzE5OTkzNzYyN2FkaXF6a2N4,AA,06992028,accounts/GB-COH-06992028-2017-08-31.html,html
87,2018-03-31,A7742BIO,accounts,2018-06-11,accounts-with-accounts-type-total-exemption-full,2018-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/IROt9kmbr8JLxpLbYrq3sSjfv60L0Deml5X9PYP-oyc,/company/07034619/filing-history/MzIwNzA2ODc1MGFkaXF6a2N4,19.0,True,MzIwNzA2ODc1MGFkaXF6a2N4,AA,07034619,accounts/GB-COH-07034619-2018-03-31.pdf,pdf
88,2017-03-31,X6MH7GL5,accounts,2017-12-31,accounts-with-accounts-type-micro-entity,2017-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/1FfxQDYLN23Tx9TBiFSIDWANb2SqNeCfu_MfjXh2-UE,/company/07041945/filing-history/MzE5NDEwMTU1MGFkaXF6a2N4,5.0,,MzE5NDEwMTU1MGFkaXF6a2N4,AA,07041945,accounts/GB-COH-07041945-2017-03-31.html,html
89,2016-12-31,A6B3EBLE,accounts,2017-07-27,accounts-with-accounts-type-total-exemption-full,2016-12-31,https://frontend-doc-api.companieshouse.gov.uk/document/7UojHwVGTTU0p5XukT0B3qokKa5OHyjrCt3FfPmakxA,/company/07111700/filing-history/MzE4MTU4MTc5MGFkaXF6a2N4,9.0,True,MzE4MTU4MTc5MGFkaXF6a2N4,AA,07111700,accounts/GB-COH-07111700-2016-12-31.pdf,pdf
90,2017-08-31,X760IESR,accounts,2018-05-15,accounts-with-accounts-type-total-exemption-full,2017-08-31,https://frontend-doc-api.companieshouse.gov.uk/document/gzzlDCuZxT7mU0ovSiEd5mX-vSgjrCpvaV9A5RUhdww,/company/07119208/filing-history/MzIwNTAxNjkyMGFkaXF6a2N4,10.0,,MzIwNTAxNjkyMGFkaXF6a2N4,AA,07119208,accounts/GB-COH-07119208-2017-08-31.html,html
91,2018-03-31,X7AUUWEZ,accounts,2018-07-24,accounts-with-accounts-type-total-exemption-full,2018-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/0GX6FwVaAY1I2Zyh8walA-JDZSzQzq_YFP19nvDBSKY,/company/07148854/filing-history/MzIxMDQzODA1NGFkaXF6a2N4,10.0,,MzIxMDQzODA1NGFkaXF6a2N4,AA,07148854,accounts/GB-COH-07148854-2018-03-31.html,html
92,2018-02-28,A7C31CLF,accounts,2018-08-16,accounts-with-accounts-type-total-exemption-full,2018-02-28,https://frontend-doc-api.companieshouse.gov.uk/document/5XZbu1tcb1npB6kw_XM_mCjz5NHtXV06iIHD3pQn0QY,/company/07170259/filing-history/MzIxMjI1Nzk0MmFkaXF6a2N4,22.0,True,MzIxMjI1Nzk0MmFkaXF6a2N4,AA,07170259,accounts/GB-COH-07170259-2018-02-28.pdf,pdf
93,2017-03-31,X6LHUV0Q,accounts,2017-12-17,accounts-with-accounts-type-micro-entity,2017-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/tJxRKNuCwQ6sBo7u3B4A4yN1GFR7St59qhhbEau4voc,/company/07175596/filing-history/MzE5MzA0NTY3OGFkaXF6a2N4,2.0,,MzE5MzA0NTY3OGFkaXF6a2N4,AA,07175596,accounts/GB-COH-07175596-2017-03-31.html,html
94,2017-08-31,X75TUG1K,accounts,2018-05-12,accounts-with-accounts-type-micro-entity,2017-08-31,https://frontend-doc-api.companieshouse.gov.uk/document/BGSHexS_jMS7dCrjSF0ISPXKucIGWQ8kT1Sr5M_9Ybg,/company/07222935/filing-history/MzIwNDgxOTQ5M2FkaXF6a2N4,2.0,,MzIwNDgxOTQ5M2FkaXF6a2N4,AA,07222935,accounts/GB-COH-07222935-2017-08-31.html,html
95,2017-06-30,A72X04EI,accounts,2018-04-09,accounts-with-accounts-type-micro-entity,2017-06-30,https://frontend-doc-api.companieshouse.gov.uk/document/6oyOAFjGSBAe3RTic60u0b7DMYenfx6sNii0URPkTzQ,/company/07245624/filing-history/MzIwMjEwMTQ0M2FkaXF6a2N4,7.0,True,MzIwMjEwMTQ0M2FkaXF6a2N4,AA,07245624,accounts/GB-COH-07245624-2017-06-30.pdf,pdf
96,2017-05-31,A70CH16B,accounts,2018-02-27,accounts-with-accounts-type-micro-entity,2017-05-31,https://frontend-doc-api.companieshouse.gov.uk/document/GPXtOhZII08lrdlZOXqD3LdqFXLWFXeZIAfK8AslKxU,/company/07253111/filing-history/MzE5ODgzNjA1NGFkaXF6a2N4,11.0,True,MzE5ODgzNjA1NGFkaXF6a2N4,AA,07253111,accounts/GB-COH-07253111-2017-05-31.pdf,pdf
97,2017-07-31,X74Z0EE3,accounts,2018-04-30,accounts-with-accounts-type-total-exemption-full,2017-07-31,https://frontend-doc-api.companieshouse.gov.uk/document/0sDXlGJRXyZDQAqiSbNwlBqNIbZcOMpzrl9-MtBIyTM,/company/07289100/filing-history/MzIwMzg0OTA3NGFkaXF6a2N4,7.0,,MzIwMzg0OTA3NGFkaXF6a2N4,AA,07289100,accounts/GB-COH-07289100-2017-07-31.html,html
98,2018-03-31,X7ID63GR,accounts,2018-11-09,accounts-with-accounts-type-total-exemption-full,2018-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/okmHV9-o2DxuE88n2OzfEtmUwlX6bi4Af3VuvDW--Zs,/company/07304347/filing-history/MzIxOTA3NjQ5MmFkaXF6a2N4,8.0,,MzIxOTA3NjQ5MmFkaXF6a2N4,AA,07304347,accounts/GB-COH-07304347-2018-03-31.html,html
99,2017-07-31,X76ARJCO,accounts,2018-05-19,accounts-with-accounts-type-total-exemption-full,2017-07-31,https://frontend-doc-api.companieshouse.gov.uk/document/vdx3wb5xQEIifKgt_y6vbBxUXoHEZJ-dpMEg7i1OUiI,/company/07313950/filing-history/MzIwNTM0NjU3NWFkaXF6a2N4,14.0,,MzIwNTM0NjU3NWFkaXF6a2N4,AA,07313950,accounts/GB-COH-07313950-2017-07-31.html,html
100,2017-07-31,A6LVH7S2,accounts,2018-01-05,accounts-with-accounts-type-total-exemption-full,2017-07-31,https://frontend-doc-api.companieshouse.gov.uk/document/h2WTiZtpKrEFSWdeKEf2a91I4R9Zu25lEkjgtyYr_DQ,/company/07351169/filing-history/MzE5NDU2NTkyNmFkaXF6a2N4,11.0,True,MzE5NDU2NTkyNmFkaXF6a2N4,AA,07351169,accounts/GB-COH-07351169-2017-07-31.pdf,pdf
101,2017-09-30,A719ZS3T,accounts,2018-03-13,accounts-with-accounts-type-total-exemption-full,2017-09-30,https://frontend-doc-api.companieshouse.gov.uk/document/RAqYqR4RlTOEXOayqa6U2SBXb8urptA0F4kbsny05B4,/company/07370033/filing-history/MzE5OTkwNzkxOWFkaXF6a2N4,10.0,True,MzE5OTkwNzkxOWFkaXF6a2N4,AA,07370033,accounts/GB-COH-07370033-2017-09-30.pdf,pdf
102,2017-03-31,A739RDW0,accounts,2018-04-13,accounts-with-accounts-type-total-exemption-full,2017-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/JjNCYEbWHVaf-uYgmTS8wgoCM8RklT6k9xntA-WXOxo,/company/07376785/filing-history/MzIwMjUxMDE2MGFkaXF6a2N4,20.0,True,MzIwMjUxMDE2MGFkaXF6a2N4,AA,07376785,accounts/GB-COH-07376785-2017-03-31.pdf,pdf
103,2017-09-30,A73U60FM,accounts,2018-04-20,accounts-with-accounts-type-total-exemption-full,2017-09-30,https://frontend-doc-api.companieshouse.gov.uk/document/oMIEVibht-wHqmSSWuwxRI-XNkNzODnTR5Kkdv8mU2A,/company/07376821/filing-history/MzIwMzA1NDI1MmFkaXF6a2N4,15.0,True,MzIwMzA1NDI1MmFkaXF6a2N4,AA,07376821,accounts/GB-COH-07376821-2017-09-30.pdf,pdf
104,2017-09-30,X6I0WZW8,accounts,2017-10-28,accounts-with-accounts-type-micro-entity,2017-09-30,https://frontend-doc-api.companieshouse.gov.uk/document/VAC5MEKFz9J2xcJgfqgnuRWG4tcOEcy1f_rJhKpMdR8,/company/07381111/filing-history/MzE4ODkxMTE1NGFkaXF6a2N4,2.0,,MzE4ODkxMTE1NGFkaXF6a2N4,AA,07381111,accounts/GB-COH-07381111-2017-09-30.html,html
105,2017-10-31,X6L19DAZ,accounts,2017-12-11,accounts-with-accounts-type-micro-entity,2017-10-31,https://frontend-doc-api.companieshouse.gov.uk/document/El-A0wLDjEPybFjJYohTIiJjgxFGgRQguCwsM4gramA,/company/07403274/filing-history/MzE5MjQ4NzY3NWFkaXF6a2N4,3.0,,MzE5MjQ4NzY3NWFkaXF6a2N4,AA,07403274,accounts/GB-COH-07403274-2017-10-31.html,html
106,2017-12-31,A7F7A928,accounts,2018-09-27,accounts-with-accounts-type-total-exemption-full,2017-12-31,https://frontend-doc-api.companieshouse.gov.uk/document/4JR6f6Pvsj0sV7xQS-WSIw3nRIEcR9NVK9qjw5UOEMs,/company/07415416/filing-history/MzIxNTU5MjQyOWFkaXF6a2N4,15.0,True,MzIxNTU5MjQyOWFkaXF6a2N4,AA,07415416,accounts/GB-COH-07415416-2017-12-31.pdf,pdf
107,2017-09-30,A7FZS23W,accounts,2018-10-12,accounts-with-accounts-type-total-exemption-full,2017-09-30,https://frontend-doc-api.companieshouse.gov.uk/document/4dLDUnxaa7hneRnnX_C2-ft5ZwScsW3u-Y9PDwQVfyg,/company/07449008/filing-history/MzIxNjg3ODA2NWFkaXF6a2N4,12.0,True,MzIxNjg3ODA2NWFkaXF6a2N4,AA,07449008,accounts/GB-COH-07449008-2017-09-30.pdf,pdf
108,2018-03-31,A7G9Z7RL,accounts,2018-10-19,accounts-with-accounts-type-group,2018-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/2lJ9SZXVWsvpkRYL0cUGQ0WNRq7IKL3Vb0XbjNKVjQ8,/company/07458926/filing-history/MzIxNzM1MTA0N2FkaXF6a2N4,59.0,True,MzIxNzM1MTA0N2FkaXF6a2N4,AA,07458926,accounts/GB-COH-07458926-2018-03-31.pdf,pdf
109,2017-12-31,A7J1OPM1,accounts,2018-11-26,accounts-with-accounts-type-total-exemption-full,2017-12-31,,/company/07463071/filing-history/MzIyMDI2MzEyMGFkaXF6a2N4,,True,MzIyMDI2MzEyMGFkaXF6a2N4,AA,,,
110,,A78VS83T,accounts,2018-06-29,accounts-with-accounts-type-unaudited-abridged,2017-09-30,https://frontend-doc-api.companieshouse.gov.uk/document/k69wouYI4PcNZmdFRQJ3pDDElbNbWk1vNCnzbXVUHp8,/company/07475537/filing-history/MzIwODY2Mjk3NWFkaXF6a2N4,12.0,True,MzIwODY2Mjk3NWFkaXF6a2N4,AA,07475537,accounts/GB-COH-07475537-2017-09-30.pdf,pdf
111,2017-03-31,A6LNCWV7,accounts,2017-12-27,accounts-with-accounts-type-total-exemption-full,2017-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/yMpjHIjc-hLPH6ZBpyNlhPSleseuj_cB0E2mk_RrGAQ,/company/07483316/filing-history/MzE5MzgzMTUyNmFkaXF6a2N4,13.0,True,MzE5MzgzMTUyNmFkaXF6a2N4,AA,07483316,accounts/GB-COH-07483316-2017-03-31.pdf,pdf
112,2018-01-31,A7J9DF2J,accounts,2018-11-27,accounts-amended-with-accounts-type-total-exemption-full,2018-01-31,,/company/07497133/filing-history/MzIyMDA3MTQ5OWFkaXF6a2N4,,True,MzIyMDA3MTQ5OWFkaXF6a2N4,AAMD,,,
113,2018-01-31,X7HQYAX7,accounts,2018-10-31,accounts-with-accounts-type-micro-entity,2018-01-31,https://frontend-doc-api.companieshouse.gov.uk/document/Cn_BR3XYKAJHZNBSyGYUV0WhKDLeCCNGSM-eshECCyU,/company/07511534/filing-history/MzIxODM3MjM3NWFkaXF6a2N4,2.0,,MzIxODM3MjM3NWFkaXF6a2N4,AA,07511534,accounts/GB-COH-07511534-2018-01-31.html,html
114,2018-04-30,A7BNNKJN,accounts,2018-08-09,accounts-amended-with-accounts-type-total-exemption-full,2018-04-30,https://frontend-doc-api.companieshouse.gov.uk/document/sg_KjMZMN1X2PsgEINgfiycAwlWdjLnIrSzA3KJJGk0,/company/07512796/filing-history/MzIxMTc2NDAxOGFkaXF6a2N4,15.0,True,MzIxMTc2NDAxOGFkaXF6a2N4,AAMD,07512796,accounts/GB-COH-07512796-2018-04-30.pdf,pdf
115,2017-03-31,A6LSPCBD,accounts,2018-01-02,accounts-with-accounts-type-total-exemption-full,2017-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/ojasPQk5IkG5PUPaC3mjsE-N6xxpZnTFVNARFKA9rJQ,/company/07516227/filing-history/MzE5NDIyMzE2MmFkaXF6a2N4,8.0,True,MzE5NDIyMzE2MmFkaXF6a2N4,AA,07516227,accounts/GB-COH-07516227-2017-03-31.pdf,pdf
116,2017-03-31,A6M85FWR,accounts,2018-01-08,accounts-with-accounts-type-total-exemption-full,2017-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/CJcEyO6vtbHX-nsq3YiUUfnhRvympN_AvzRQ4RdADfE,/company/07539984/filing-history/MzE5NDc0MjY5MGFkaXF6a2N4,13.0,True,MzE5NDc0MjY5MGFkaXF6a2N4,AA,07539984,accounts/GB-COH-07539984-2017-03-31.pdf,pdf
117,2017-03-29,A71WZ8TI,accounts,2018-03-21,accounts-with-accounts-type-total-exemption-full,2017-03-29,https://frontend-doc-api.companieshouse.gov.uk/document/5kyDT6Mj-_eNgjbh3Z2ClRpz1ajKiNL_qkJCwMIVUtc,/company/07549143/filing-history/MzIwMDU1Njc4N2FkaXF6a2N4,10.0,True,MzIwMDU1Njc4N2FkaXF6a2N4,AA,07549143,accounts/GB-COH-07549143-2017-03-29.pdf,pdf
118,2015-03-31,X4LE478W,accounts,2015-12-02,accounts-with-accounts-type-micro-entity,2015-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/GmNYdDsDy57rdTnFGIXgLs1ehTyyCmw6_pFoCDGvnrY,/company/07556002/filing-history/MzEzNjYyMjAzM2FkaXF6a2N4,2.0,,MzEzNjYyMjAzM2FkaXF6a2N4,AA,07556002,accounts/GB-COH-07556002-2015-03-31.html,html
119,2017-03-31,A6LSSSQ9,accounts,2018-01-03,accounts-with-accounts-type-total-exemption-full,2017-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/5BG1o42GlJyxAsyv0jB50VBLkK_0w8xEe3Bm65L1sxk,/company/07559980/filing-history/MzE5NDM1OTQ0N2FkaXF6a2N4,17.0,True,MzE5NDM1OTQ0N2FkaXF6a2N4,AA,07559980,accounts/GB-COH-07559980-2017-03-31.pdf,pdf
120,2018-01-31,X747CW6G,accounts,2018-04-19,accounts-with-accounts-type-dormant,2018-01-31,https://frontend-doc-api.companieshouse.gov.uk/document/QgaMAz6NjnhIO_UtqZIoEozzxSosAzXhcJxvWYAEEPE,/company/07564768/filing-history/MzIwMjk4Mjg4MGFkaXF6a2N4,7.0,,MzIwMjk4Mjg4MGFkaXF6a2N4,AA,07564768,accounts/GB-COH-07564768-2018-01-31.html,html
121,2017-09-30,A79IYLC8,accounts,2018-07-12,accounts-with-accounts-type-group,2017-09-30,https://frontend-doc-api.companieshouse.gov.uk/document/DYMZZM_KAGEmfHywBdis5wyeGLLJVJPh8b_pr4kQWPo,/company/07573080/filing-history/MzIwOTYxMjQxMmFkaXF6a2N4,44.0,True,MzIwOTYxMjQxMmFkaXF6a2N4,AA,07573080,accounts/GB-COH-07573080-2017-09-30.pdf,pdf
122,2017-03-31,X6FP9ZNC,accounts,2017-09-25,accounts-with-accounts-type-total-exemption-full,2017-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/ZT4kiM9QKP7FQu2RJAgIMpu2OrFiEJmeqJr6sQU3BG0,/company/07577393/filing-history/MzE4NjEyMjExMWFkaXF6a2N4,9.0,,MzE4NjEyMjExMWFkaXF6a2N4,AA,07577393,accounts/GB-COH-07577393-2017-03-31.html,html
123,2017-03-31,A6XA2LAG,accounts,2018-01-16,accounts-with-accounts-type-total-exemption-full,2017-03-31,https://frontend-doc-api.companieshouse.gov.uk/document/buPlMo_F254XWcNo2ONSkpKzGv-dwmD1cdZ6OA51E38,/company/07578755/filing-history/MzE5NTM1MjE4M2FkaXF6a2N4,9.0,True,MzE5NTM1MjE4M2FkaXF6a2N4,AA,07578755,accounts/GB-COH-07578755-2017-03-31.pdf,pdf
